"Name","Address","Industry","Type","Est. of Ownership","National ID","SIC Code"
"lidl magyarország kereskedelmi betéti társaság","rádl árok 6., budapest, 1037, budapest, hungary","retail trade","partnership of unknown type","2003","21588017244 adószám","ret groceries (5411)"
"magyar posta zártkörüen Müködö Részvénytársaság","Dunavirág utca 2-6., Budapest, 1138, Budapest, HUNGARY","Transportation, Communications, Electric, Gas, and Sanitary Services","Joint Venture","1993","10901232244 Adószám","U.S. Postal Service (4311)"
"VOLÁNBUSZ Közlekedési zártkörüen müködö Részvénytársaság","Üllöi út 131., Budapest, 1091, Budapest, HUNGARY","Transportation, Communications, Electric, Gas, and Sanitary Services","Joint Venture","1992","10824346244 Adószám","Local/suburban transportation (4111)"
"MÁV Magyar Államvasutak Zártkörüen Müködö Részvénytársaság","Könyves Kálmán krt. 54-60., Budapest, 1087, Budapest, HUNGARY","Transportation, Communications, Electric, Gas, and Sanitary Services","Joint Venture","1993","10856417244 Adószám","Transportation services (4789)"
"MÁV-START Vasúti Személyszállító Zártkörüen Müködö Részvénytársaság","Könyves Kálmán krt. 54-60., Budapest, 1087, Budapest, HUNGARY","Transportation, Communications, Electric, Gas, and Sanitary Services","Joint Venture","2006","13834492244 Adószám","Railroad line-haul operator (4011)"
"SPAR Magyarország Kereskedelmi Korlátolt Felelösségü Társaság","SPAR út 0326/1.hrsz, Bicske, 2060, Fejér megye, HUNGARY","Retail Trade","Corporation","1990","10485824207 Adószám","Ret groceries (5411)"
"AUDI HUNGARIA Zártkörüen Müködö Részvénytársaság","Audi Hungária út 1., Györ, 9027, HUNGARY","Manufacturing","Joint Venture","2011","23391475208 Adószám","Mfg motor vehicle/car bodies (3711)"
"TESCO-GLOBAL Áruházak Zártkörüen Müködö Részvénytársaság","Kinizsi út 1-3., Budaörs, 2040, Pest megye, HUNGARY","Retail Trade","Joint Venture","1989","10307078244 Adószám","Ret groceries (5411)"
"Budapesti Közlekedési Zártkörüen Müködö Részvénytársaság","Akácfa u. 15., Budapest, 1980, Budapest, HUNGARY","Transportation, Communications, Electric, Gas, and Sanitary Services","Joint Venture","1995","12154481444 Adószám","Local/suburban transportation (4111)"
"OTP Bank Nyrt.","Nádor u.16., Budapest, 1051, Budapest, HUNGARY","Finance, Insurance, and Real Estate","Joint Venture","1990","10537914444 Adószám","National commercial bank (6021)"
"Országos Mentöszolgálat","Markó utca 22., Budapest, 1055, Budapest, HUNGARY","Services","Government Body","1983","15309989241 Adószám","Health/allied services (8099)"
"POLSKI KONCERN NAFTOWY ORLEN S A","Ul. Chemików 7, Plock, 09-411, MAZOWIECKIE, POLAND","Manufacturing","Unknown Type","2001","7740001454 NIP","Petroleum refiner (2911)"
"NARODOWY FUNDUSZ ZDROWIA","Ul. Rakowiecka 26/30, Warszawa, 02-528, MAZOWIECKIE, POLAND","Public Sector","Local Government Body","2004","1070001057 NIP","Administrative social/manpower programs (9441)"
"PRZEDSIEBIORSTWO KOMUNIKACJI SAMOCHODOWEJ S A","Ul. Okrzei 31-33, Zary, 68-200, LUBUSKIE, POLAND","Finance, Insurance, and Real Estate","Corporation","2003","9281737316 NIP","Real property lessor (6519)"
"PGE POLSKA GRUPA ENERGETYCZNA S A","Ul. Mysia 2, Warszawa, 00-496, MAZOWIECKIE, POLAND","Finance, Insurance, and Real Estate","Corporation","2001","5260250541 NIP","Holding company (6719)"
"JERONIMO MARTINS POLSKA S A","Ul. Zniwna 5, Kostrzyn, 62-025, WIELKOPOLSKIE, POLAND","Retail Trade","Unknown Type","2004","7791011327 NIP","Ret misc general merchandise (5399)"
"EUROCASH S A","Ul. Wisniowa 11, Komorniki, 62-052, WIELKOPOLSKIE, POLAND","Wholesale Trade","Unknown Type","2004","7791906082 NIP","Whol non durable goods (5199)"
"PLASTIC FORM SP Z O O SPÓLKA KOMANDYTOWA","Ul. Polna 9, Swidwin, 78-300, ZACHODNIOPOMORSKIE, POLAND","Manufacturing","Unknown Type","1989","6720050259 NIP","Mfg plastic products (3089)"
"TOP GIFT SP Z O O SPÓLKA KOMANDYTOWA","Al. Jerozolimskie 89-43, Warszawa, 02-001, MAZOWIECKIE, POLAND","Wholesale Trade","Partnership Of Unknown Type","2018","7010894333 NIP","Whol chemicals/products (5169)"
"GRUPA LOTOS S A","Ul. Elblaska 135, Gdansk, 80-718, POMORSKIE, POLAND","Manufacturing","Corporation","2002","5830000960 NIP","Petroleum refiner (2911)"
"MULTIKINO MEDIA SP Z O O","Ul. Przeskok 2, Warszawa, 00-032, MAZOWIECKIE, POLAND","Services","Corporation","2001","6762150965 NIP","Motion picture theater (7832)"
"POCZTA POLSKA S A","Ul. Rodziny Hiszpanskich 8, Warszawa, 00-940, MAZOWIECKIE, POLAND","Transportation, Communications, Electric, Gas, and Sanitary Services","Unknown Type","2009","5250007313 NIP","U.S. Postal Service (4311)"
"JERONIMO MARTINS POLSKA S A","Ul. Zniwna 5, Kostrzyn, 62-025, WIELKOPOLSKIE, POLAND","Retail Trade","Unknown Type","2004","7791011327 NIP","Ret misc general merchandise (5399)"
"ZAKLAD UBEZPIECZEN SPOLECZNYCH","Ul. Szamocka 3, 5, Warszawa, 01-748, MAZOWIECKIE, POLAND","Public Sector","Local Government Body","1934","5213017228 NIP","Administrative social/manpower programs (9441)"
"POLSKA GRUPA GÓRNICZA S A","Ul. Powstanców 30, Katowice, 40-039, SLASKIE, POLAND","Mining","Corporation","2015","6342834728 NIP","Anthracite mining (1231)"
"PKP POLSKIE LINIE KOLEJOWE S A","Ul. Targowa 74, Warszawa, 03-734, MAZOWIECKIE, POLAND","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2001","1132316427 NIP","Transportation services (4789)"
"RANDSTAD POLSKA SP Z O O","Al. Jerozolimskie 134, Warszawa, 02-305, MAZOWIECKIE, POLAND","Services","Corporation","2003","5222450829 NIP","Employment agency (7361)"
"DINO POLSKA S A","Ul. Ostrowska 122, Krotoszyn, 63-700, WIELKOPOLSKIE, POLAND","Retail Trade","Unknown Type","2007","6211766191 NIP","Ret groceries (5411)"
"LIDL SP Z O O SPÓLKA KOMANDYTOWA","Ul. Poznanska 48, Tarnowo Podgórne, 62-080, WIELKOPOLSKIE, POLAND","Retail Trade","Unknown Type","2014","7811897358 NIP","Ret groceries (5411)"
"JASTRZEBSKA SPÓLKA WEGLOWA S A","Al. Jana Pawla II 4, Jastrzebie-Zdrój, 44-330, POLAND","Mining","Corporation","2001","6330005110 NIP","Anthracite mining (1231)"
"POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI S A","Ul. Pulawska 15, Warszawa, 02-515, MAZOWIECKIE, POLAND","Finance, Insurance, and Real Estate","Corporation","2001","5250007738 NIP","National commercial bank (6021)"
"VOLKSWAGEN SLOVAKIA, a.s.","J. Jonása 1, Bratislava, 843 02, Bratislavský kraj, SLOVAKIA","Manufacturing","Corporation","1998","35757442 IČO","Mfg motor vehicle/car bodies (3711)"
"Kia Slovakia s. r. o.","Sv. Jána Nepomuckého 1282/1, Teplicka nad Váhom, 013 01, SLOVAKIA","Manufacturing","Corporation","2004","35876832 IČO","Mfg motor vehicle/car bodies (3711)"
"Vseobecná zdravotná poistovna, a.s.","Panónska cesta 2, Bratislava - mestská časť Petržalka, 851 04, SLOVAKIA","Public Sector","Corporation","2005","35937874 IČO","Administrative social/manpower programs (9441)"
"PCA Slovakia, s.r.o.","Automobilová ulica 1, Trnava, 917 01, Trnavský kraj, SLOVAKIA","Manufacturing","Corporation","2003","36256013 IČO","Mfg motor vehicle/car bodies (3711)"
"Slovenské elektrárne, a.s.","Mlynské nivy 47, Bratislava, 821 09, Bratislavský kraj, SLOVAKIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2002","35829052 IČO","Electric services (4911)"
"SLOVNAFT, a.s.","Vlcie hrdlo 1, Bratislava, 824 12, Bratislavský kraj, SLOVAKIA","Manufacturing","Corporation","1992","31322832 IČO","Petroleum refiner (2911)"
"Ministerstvo vnutra Slovenskej republiky","Pribinova 2, Bratislava - Stare Mesto, 81272, SLOVAKIA","Public Sector","Partnership Of Unknown Type","1988","","Executive office (9111)"
"U. S. Steel Kosice, s.r.o.","Vstupný areál U. S. Steel, Kosice, 044 54, SLOVAKIA","Manufacturing","Corporation","2000","36199222 IČO","Blast furnace-steel works (3312)"
"Ústredie práce, sociálnych vecí a rodiny","Spitálska 8, Bratislava - mestská časť Staré mesto, 812 67, SLOVAKIA","Public Sector","Local Government Body","2003","30794536 IČO","Administrative general economic programs (9611)"
"Mobis Slovakia s.r.o.","MOBIS ulica 1, Gbelany, 013 02, SLOVAKIA","Manufacturing","Corporation","2004","35876557 IČO","Mfg motor vehicle parts/accessories (3714)"
"Ministerstvo vnutra Slovenskej republiky","Pribinova 2, Bratislava - Stare Mesto, 81272, SLOVAKIA","Public Sector","Partnership Of Unknown Type","1988","","Executive office (9111)"
"Ministerstvo obrany Slovenskej republiky","Kutuzovova 8, Bratislava - mestská časť Nové mesto, 832 47, SLOVAKIA","Public Sector","Local Government Body","1993","30845572 IČO","National security (9711)"
"Zeleznice Slovenskej republiky","Klemensova 8, Bratislava, 813 61, Bratislavský kraj, SLOVAKIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Government Body","1993","31364501 IČO","Transportation services (4789)"
"Slovenská posta, a.s.","Partizánska cesta 9, Banská Bystrica, 975 99, Banskobystrický kraj, SLOVAKIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2004","36631124 IČO","U.S. Postal Service (4311)"
"VOLKSWAGEN SLOVAKIA, a.s.","J. Jonása 1, Bratislava, 843 02, Bratislavský kraj, SLOVAKIA","Manufacturing","Corporation","1998","35757442 IČO","Mfg motor vehicle/car bodies (3711)"
"Financné riaditelstvo Slovenskej republiky","Lazovná 63, Banská Bystrica, 974 01, Banskobystrický kraj, SLOVAKIA","Public Sector","Local Government Body","2012","42499500 IČO","General government (9199)"
"Ústredie práce, sociálnych vecí a rodiny","Spitálska 8, Bratislava - mestská časť Staré mesto, 812 67, SLOVAKIA","Public Sector","Local Government Body","2003","30794536 IČO","Administrative general economic programs (9611)"
"U. S. Steel Kosice, s.r.o.","Vstupný areál U. S. Steel, Kosice, 044 54, SLOVAKIA","Manufacturing","Corporation","2000","36199222 IČO","Blast furnace-steel works (3312)"
"TESCO STORES SR, a.s.","Cesta na Senec 2, Bratislava - mestská časť Ružinov, 821 04, SLOVAKIA","Retail Trade","Corporation","1992","31321828 IČO","Ret misc general merchandise (5399)"
"Kaufland Slovenská republika v.o.s.","Trnavská cesta 41/A, Bratislava, 831 04, Bratislavský kraj, SLOVAKIA","Retail Trade","Partnership Of Unknown Type","2000","35790164 IČO","Ret misc general merchandise (5399)"
"ZPIZ","Kolodvorska ulica 15, LJUBLJANA, 1000, SLOVENIA","Public Sector","Non Profit Organization","1984","5156700 Matična številka","Administrative social/manpower programs (9441)"
"PETROL d.d., Ljubljana","Dunajska cesta 50, LJUBLJANA, 1000, SLOVENIA","Retail Trade","Corporation","1945","5025796 Matična številka","Gasoline service station (5541)"
"ZZZS","Miklosiceva cesta 24, LJUBLJANA, 1000, SLOVENIA","Public Sector","Non Profit Organization","1992","5554195 Matična številka","Administrative social/manpower programs (9441)"
"GEN-I, d.o.o.","Vrbina 17, Krsko, 8270, SLOVENIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2001","1587714 Matična številka","Electric services (4911)"
"HSE d.o.o.","Koprska ulica 92, LJUBLJANA, 1000, SLOVENIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2001","1662970 Matična številka","Electric services (4911)"
"KRKA, d.d., Novo mesto","Smarjeska cesta 6, Novo Mesto, 8000, SLOVENIA","Manufacturing","Corporation","1954","5043611 Matična številka","Mfg pharmaceutical preparations (2834)"
"REVOZ d.d.","Belokranjska cesta 4, Novo Mesto, 8000, SLOVENIA","Manufacturing","Corporation","1990","5405084 Matična številka","Mfg motor vehicle/car bodies (3711)"
"MERCATOR, d.d.","Dunajska cesta 107, LJUBLJANA, 1000, SLOVENIA","Retail Trade","Corporation","1949","5300231 Matična številka","Ret groceries (5411)"
"Lek d.d.","Verovskova ulica 57, Ljubljana-Lek, 1526, SLOVENIA","Manufacturing","Corporation","1946","1732811 Matična številka","Mfg pharmaceutical preparations (2834)"
"Gorenje, d.o.o.","Partizanska cesta 12, Velenje, 3320, SLOVENIA","Manufacturing","Corporation","1950","5163676 Matična številka","Mfg electric housewares/fans (3634)"
"UKC Ljubljana","Zaloska cesta 2, LJUBLJANA, 1000, SLOVENIA","Services","Non Profit Organization","1975","5057272 Matična številka","General hospital (8062)"
"MERCATOR, d.d.","Dunajska cesta 107, LJUBLJANA, 1000, SLOVENIA","Retail Trade","Corporation","1949","5300231 Matična številka","Ret groceries (5411)"
"GENERALSTAB SLOVENSKE VOJSKE","Vojkova cesta 55, LJUBLJANA, 1000, SLOVENIA","Public Sector","Unknown Type","2012","2399199 Matična številka","National security (9711)"
"NLB d.d.","Trg republike 2, LJUBLJANA, 1000, SLOVENIA","Finance, Insurance, and Real Estate","Corporation","1994","5860571 Matična številka","National commercial bank (6021)"
"KRKA, d.d., Novo mesto","Smarjeska cesta 6, Novo Mesto, 8000, SLOVENIA","Manufacturing","Corporation","1954","5043611 Matična številka","Mfg pharmaceutical preparations (2834)"
"POSTA SLOVENIJE d.o.o.","Slomskov trg 10, MARIBOR, 2000, SLOVENIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1994","5881447 Matična številka","U.S. Postal Service (4311)"
"ZAVAROVALNICA TRIGLAV, d.d.","Miklosiceva cesta 19, LJUBLJANA, 1000, SLOVENIA","Finance, Insurance, and Real Estate","Corporation","1900","","Insurance carrier (6399)"
"SPAR SLOVENIJA d.o.o.","Letaliska cesta 26, LJUBLJANA, 1000, SLOVENIA","Retail Trade","Corporation","1992","5571693 Matična številka","Ret groceries (5411)"
"Lek d.d.","Verovskova ulica 57, Ljubljana-Lek, 1526, SLOVENIA","Manufacturing","Corporation","1946","1732811 Matična številka","Mfg pharmaceutical preparations (2834)"
"DILON d.o.o.","Gerbiceva ulica 98, LJUBLJANA, 1000, SLOVENIA","Services","Corporation","2006","2237750 Matična številka","Management consulting services (8742)"
"ANDORRA TELECOM SAU","8-14 c Mossèn Lluís Pujol, Santa Coloma, AD500, ANDORRA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2015","A-710646-J NRT","Telephone communications (4813)"
"PYRENEES, S.A.","Planta 3ª, 11 avd Meritxell, Andorra la Vella, AD500, ANDORRA","Retail Trade","Corporation","1982","A-700147-W NRT","Ret misc general merchandise (5399)"
"MORA BANC SAU","96 avd Meritxell, Andorra la Vella, AD500, ANDORRA","Finance, Insurance, and Real Estate","Corporation","1952","","National commercial bank (6021)"
"BANC AGRICOL I COMERCIAL D'ANDORRA, S.A.","MOSSEN CINTO VERDAGUER, 6, ANDORRA","Finance, Insurance, and Real Estate","Corporation","1930","A0431005H NRT","National commercial bank (6021)"
"CREDIT ANDORRA, S.A.","80 avd Meritxell, Andorra la Vella, AD500, ANDORRA","Finance, Insurance, and Real Estate","Corporation","1970","","National commercial bank (6021)"
"FORCES ELECTRIQUES D'ANDORRA","Av. De La Bartra S/N Edificio Servicios, Encamp, AD200, ANDORRA","Transportation, Communications, Electric, Gas, and Sanitary Services","Local Government Body","1988","U-132950-X NRT","Electric services (4911)"
"MORA BANC GRUP SA","96 avd Meritxell, Andorra la Vella, AD500, ANDORRA","Finance, Insurance, and Real Estate","Corporation","1952","A-700010-G NRT","National commercial bank (6021)"
"COMU D'ANDORRA LA VELLA","1 plaça Príncep Benlloch, Andorra la Vella, AD500, ANDORRA","Public Sector","Local Government Body","1993","D-054167-A NRT","General government (9199)"
"SERVEI ANDORRA D'ATENCIÓ SANITARIA","Carrer Dels Escalls, S/N., Escaldes, AD700, ANDORRA","Services","Local Government Body","1986","U-129638-U NRT","Health/allied services (8099)"
"FILLS DE JULIA REIG, S.L.","AVINGUDA FRANCES CAIRAT. 22 ENTRESUELO, ANDORRA","Manufacturing","Corporation","1945","","Mfg chewing/smoking tobacco (2131)"
"GOVERN D'ANDORRA","62-64 calle Prat de la Creu, Andorra la Vella, AD500, ANDORRA","Public Sector","Local Government Body","1982","","General government (9199)"
"PYRENEES, S.A.","Planta 3ª, 11 avd Meritxell, Andorra la Vella, AD500, ANDORRA","Retail Trade","Corporation","1982","A-700147-W NRT","Ret misc general merchandise (5399)"
"SERVEI ANDORRA D'ATENCIÓ SANITARIA","Carrer Dels Escalls, S/N., Escaldes, AD700, ANDORRA","Services","Local Government Body","1986","U-129638-U NRT","Health/allied services (8099)"
"PYRENEES DISTRIBUCIO SAU","11 avd Meritxell, Andorra la Vella, AD500, ANDORRA","Retail Trade","Corporation","1993","A-702239-P NRT","Ret groceries (5411)"
"COMU D'ANDORRA LA VELLA","1 plaça Príncep Benlloch, Andorra la Vella, AD500, ANDORRA","Public Sector","Local Government Body","1993","D-054167-A NRT","General government (9199)"
"HOTELS ANDORRANS, S.A.","Ed Prat de les Oques, Desp 502, Escaldes-Engordany, AD700, ANDORRA","Services","Corporation","1987","A-700666-P NRT","Hotel/motel operation (7011)"
"MORA BANC SAU","96 avd Meritxell, Andorra la Vella, AD500, ANDORRA","Finance, Insurance, and Real Estate","Corporation","1952","","National commercial bank (6021)"
"CENTRE COMERCIAL ANDORRA, S.A.","94 avd Meritxell, Andorra la Vella, AD500, ANDORRA","Retail Trade","Corporation","1986","A-700527-F NRT","Ret groceries (5411)"
"TREBALL TEMPORAL SL","39 4A c Camp Riberaygua, Santa Coloma, AD500, ANDORRA","Services","Corporation","1996","L-703381-A NRT","Employment agency (7361)"
"PRESTIGI HOTELS SA","2 calle la Roda, Andorra la Vella, AD500, ANDORRA","Services","Corporation","1969","A-705607-S NRT","Hotel/motel operation (7011)"
"INA, d.d.","Avenija Veceslava Holjevca 10, ZAGREB, 10000, CROATIA","Manufacturing","Corporation","1963","27759560625 OIB","Petroleum refiner (2911)"
"PRVO PLINARSKO DRUSTVO d.o.o.","Gospodarska zona 13, Vukovar, 32000, CROATIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2001","58292277611 OIB","Gas transmission/distribution (4923)"
"HEP d.d.","Ulica grada Vukovara 37, ZAGREB, 10000, CROATIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1990","28921978587 OIB","Electric services (4911)"
"KONZUM plus d.o.o.","Marijana Cavica 1a, ZAGREB, 10000, CROATIA","Retail Trade","Corporation","2018","62226620908 OIB","Ret groceries (5411)"
"LIDL HRVATSKA d.o.o. k.d.","Kneza Posavskog 53, Velika Gorica, 10410, CROATIA","Retail Trade","Unknown Type","2002","66089976432 OIB","Ret groceries (5411)"
