name,marketcap,country,change (1 year),rank,change (1 day),categories,share price
galapagos nv,$3.28 b,belgium,-57.86%,#2971,-0.46%,,$49.54
dana,$3.27 b,usa,14.98%,#2972,0.44%,,$22.74
overstock.com,$3.27 b,usa,34.46%,#2973,-2.11%,₿ bitcoin🛒 e-commerce👩‍💻 tech🛍️ retail,$76.24
schaeffler india,$3.27 b,india,99.45%,#2974,0.91%,🏭 manufacturing,$104.82
romgaz,$3.27 b,romania,31.25%,#2975,0.00%,🛢 oil&gas ⚡ energy,$8.30
phillips edison & company,$3.27 b,usa,n/a,#2976,0.11%,🏠 real estate💰 investment 🏘️ reits,$32.07
insmed,$3.25 b,usa,-32.85%,#2977,2.27%,,$27.53
ollie's bargain outlet,$3.25 b,usa,-37.08%,#2978,0.58%,,$50.02
apl apollo,$3.24 b,india,-75.20%,#2979,4.50%,,$12.99
triumph bancorp,$3.24 b,usa,180.36%,#2980,-0.04%,🏦 banks💳 financial services,$129.31
spire energy,$3.24 b,usa,-4.17%,#2981,0.25%,,$62.82
software ag,$3.24 b,germany,10.03%,#2982,0.00%,👩‍💻 software👩‍💻 tech,$43.87
semen indonesia,$3.24 b,indonesia,-27.52%,#2983,-0.83%,,$0.54
general insurance corporation of india,$3.24 b,india,0.79%,#2984,-0.71%,🏦 insurance,$1.85
evercommerce,$3.24 b,usa,n/a,#2985,4.40%,🖥️ internet👩‍💻 software👩‍💻 tech,$16.60
altarea,$3.24 b,france,20.71%,#2986,0.51%,🏠 real estate,$178.68
freenet,$3.23 b,germany,31.92%,#2987,-0.44%,,$25.28
verint systems,$3.23 b,usa,-13.43%,#2988,0.90%,👩‍💻 software👩‍💻 tech,$49.30
wd-40 company,$3.23 b,usa,-9.14%,#2989,0.48%,,$236.20
hysan development,$3.23 b,hong kong,-20.06%,#2990,-2.01%,🏠 real estate💰 investment,$3.13
sweetgreen,$3.22 b,usa,159.45%,#2991,-0.92%,🍔 restaurant chains🍴 food,$30.18
indoritel,$3.22 b,indonesia,-0.61%,#2992,0.93%,📡 telecommunication🛍️ retail💰 investment,$0.23
visteon,$3.22 b,usa,-10.77%,#2993,1.58%,,$115.17
acer,$3.22 b,taiwan,20.48%,#2994,-0.83%,👩‍💻 tech,$1.07
enersys,$3.21 b,usa,-9.44%,#2995,-0.36%,,$76.73
expensify,$3.21 b,usa,n/a,#2996,2.16%,👩‍💻 software👩‍💻 tech,$39.72
tanla,$3.21 b,india,114.30%,#2997,-2.86%,👩‍💻 tech📡 telecommunication,$23.65
badger meter,$3.21 b,usa,25.16%,#2998,0.70%,,$109.76
whirlpool india,$3.20 b,india,-8.35%,#2999,-1.24%,,$25.30
qurate retail group,$3.20 b,usa,-19.68%,#3000,-0.43%,🛍️ retail,$8.09
sats,$3.20 b,singapore,-5.76%,#3001,-0.76%,🍴 food,$2.86
terex,$3.20 b,usa,28.04%,#2998,0.55%,🏭 manufacturing,$45.96
momentive global,$3.20 b,usa,n/a,#3002,0.09%,👩‍💻 software👩‍💻 tech,$21.49
turkcell,$3.18 b,turkey,-26.51%,#3008,-0.27%,📡 telecommunication,$3.65
remitly,$3.20 b,usa,n/a,#3000,-2.37%,💳 financial services👩‍💻 tech🖥️ internet,$19.55
cabot corporation,$3.19 b,usa,33.75%,#3004,0.90%,🧪 chemicals,$56.30
site centers,$3.18 b,usa,46.07%,#3007,-0.98%,🏠 real estate💰 investment 🏘️ reits,$15.10
quilter,$3.18 b,uk,-5.88%,#3006,0.21%,💳 financial services,$190.74
arena pharmaceuticals,$3.18 b,usa,-23.42%,#3009,-1.59%,,$51.91
syngene international,$3.18 b,india,-0.43%,#3010,0.85%,,$7.94
port of tauranga,$3.18 b,new zealand,-4.40%,#3011,0.58%,⚓ ports,$4.68
quiñenco,$3.17 b,chile,39.31%,#3012,1.07%,,$1.91
peptidream,$3.17 b,japan,-47.89%,#3013,0.25%,💊 pharmaceuticals,$24.47
new india assurance,$3.17 b,india,14.34%,#3015,0.65%,🏦 insurance,$1.93
brink's,$3.17 b,usa,-8.51%,#3016,0.34%,,$64.53
owens & minor,$3.17 b,usa,64.08%,#3014,1.68%,⚕️ healthcare,$42.08
alabama power,$3.16 b,usa,-2.08%,#3017,0.00%,,$103.80
rambus,$3.16 b,usa,63.47%,#3018,0.00%,,$28.95
mail.ru group,$3.15 b,cyprus,-47.90%,#3020,-1.61%,🖥️ internet,$13.78
tata chemicals,$3.15 b,india,140.52%,#3021,0.46%,🧪 chemicals,$12.40
kennedy wilson,$3.15 b,usa,34.21%,#3022,0.31%,🏠 real estate💰 investment,$22.63
hanmi pharmaceutical,$3.15 b,south korea,-20.39%,#3024,-2.42%,💊 pharmaceuticals,$47.77
korian,$3.15 b,france,-11.10%,#3023,1.76%,,$30.00
the michaels companies,$3.14 b,usa,77.32%,#3026,0.00%,,$21.97
sunoco,$3.13 b,usa,28.20%,#3027,0.30%,,$37.66
callon petroleum,$3.12 b,usa,263.00%,#3031,0.24%,🛢 oil&gas ⚡ energy,$50.94
ziprecruiter,$3.14 b,usa,n/a,#3025,-0.09%,💼 staffing & employment services🖥️ internet👩‍💻 tech,$26.96
cargotec,$3.13 b,finland,29.66%,#3028,1.13%,⚙️ machinery manufacturing,$48.63
relay therapeutics,$3.16 b,usa,n/a,#3019,0.58%,💊 pharmaceuticals🧬 biotech,$29.25
konecranes,$3.12 b,finland,19.81%,#3029,2.85%,⚙️ machinery manufacturing,$39.55
graftech,$3.12 b,usa,23.57%,#3032,-1.98%,,$11.87
emami,$3.12 b,india,18.24%,#3030,0.91%,,$7.03
pimco,$3.12 b,usa,-3.35%,#3033,0.22%,,$20.54
john wiley & sons,$3.12 b,usa,n/a,#3034,0.93%,,$56.14
sabra health care reit,$3.11 b,usa,-23.27%,#3037,0.09%,🏠 real estate💰 investment 🏘️ reits,$13.63
uniti,$3.11 b,usa,19.00%,#3039,0.19%,,$13.18
mr. cooper group,$3.11 b,usa,53.31%,#3035,0.22%,,$41.53
forward air,$3.11 b,usa,53.09%,#3036,2.63%,,$115.69
keppel reit,$3.11 b,singapore,9.52%,#3038,0.00%,🏘️ reits🏠 real estate💰 investment,$0.84
veon,$3.10 b,netherlands,n/a,#3040,-0.28%,📡 telecommunication,$1.78
northwestern corporation,$3.10 b,usa,-0.81%,#3041,0.40%,⚡ energy🚰 utility companies🔋 electricity🛢 oil&gas,$56.47
interparfums,$3.10 b,usa,67.64%,#3042,2.84%,,$97.77
suntec reit,$3.10 b,singapore,1.35%,#3043,-0.67%,🏠 real estate💰 investment 🏘️ reits,$1.09
bank of india,$3.09 b,india,21.89%,#3045,4.28%,🏦 banks💳 financial services,$0.75
werner enterprises,$3.09 b,usa,14.45%,#3046,0.92%,,$46.29
crescent point energy,$3.09 b,canada,135.11%,#3044,0.09%,⚡ energy🛢 oil&gas,$5.30
ranpak,$3.09 b,usa,219.46%,#3048,2.87%,📦 packaging,$37.99
ramco cements,$3.09 b,india,11.92%,#3049,0.92%,cement🧱 building materials,$13.09
nevro,$3.09 b,usa,-44.74%,#3047,-0.97%,,$88.66
united natural foods,$3.08 b,usa,236.06%,#3051,-1.64%,🏭 manufacturing,$53.25
galicia financial group,$3.08 b,argentina,11.04%,#3053,-0.92%,,$9.67
tri pointe group,$3.08 b,usa,59.23%,#3050,1.64%,🏗 construction,$27.79
champion reit,$3.08 b,hong kong,-10.00%,#3055,0.00%,🏠 real estate💰 investment 🏘️ reits,$0.52
recursion pharmaceuticals,$3.08 b,usa,n/a,#3056,1.75%,💊 pharmaceuticals🧬 biotech,$19.17
jfrog,$3.08 b,usa,-54.29%,#3054,0.93%,👩‍💻 tech👩‍💻 software,$32.01
commvault,$3.08 b,usa,31.73%,#3052,2.57%,,$67.80
grand canyon education,$3.07 b,usa,-15.03%,#3057,1.62%,,$76.72
enable midstream partners,$3.07 b,usa,20.10%,#3058,1.44%,,$7.05
pagerduty,$3.06 b,usa,-14.36%,#3061,2.21%,,$36.08
cannae holdings,$3.06 b,usa,-18.00%,#3059,1.38%,,$34.50
main street capital,$3.06 b,usa,39.78%,#3063,0.20%,,$44.05
riot blockchain,$3.04 b,usa,199.44%,#3068,-1.28%,👩‍💻 tech ₿ bitcoin,$26.16
virtu financial,$3.06 b,usa,16.24%,#3064,-0.58%,,$27.26
abm industries,$3.05 b,usa,11.64%,#3065,0.23%,,$45.49
cytokinetics,$3.06 b,usa,71.13%,#3060,4.37%,💊 pharmaceuticals,$36.56
rush enterprises,$3.05 b,usa,35.99%,#3067,-0.14%,,$55.24
compañía cervecerías unidas,$3.04 b,chile,7.26%,#3069,-0.30%,🥤 beverages🍷 alcoholic beverages,$16.49
united community bank,$3.05 b,usa,28.56%,#3066,-0.52%,,$34.21
kennametal,$3.04 b,usa,-5.08%,#3070,0.48%,,$36.45
indah kiat pulp & paper,$3.04 b,indonesia,-26.71%,#3071,3.23%,📄 pulp and paper,$0.56
equity commonwealth,$3.04 b,usa,-4.38%,#3072,-0.59%,,$25.19
cooper tire & rubber company,$3.04 b,usa,47.84%,#3074,0.00%,tires,$60.17
kontoor brands,$3.03 b,usa,14.71%,#3078,0.00%,👚 clothing,$52.87
vishay intertechnology,$3.03 b,usa,6.04%,#3075,0.43%,,$20.99
swissquote,$3.03 b,switzerland,127.24%,#3076,-0.32%,,$205.14
corporate office properties trust,$3.04 b,usa,6.98%,#3073,-1.31%,,$27.07
turquoise hill resources,$3.03 b,canada,33.81%,#3077,1.01%,,$15.07
vtex,$3.06 b,uk,n/a,#3062,3.87%,👩‍💻 software👩‍💻 tech🛒 e-commerce,$16.12
ingevity,$3.02 b,usa,5.06%,#3081,0.65%,,$76.89
dürr,$3.02 b,germany,31.81%,#3079,-0.31%,,$43.48
independent bank group,$3.01 b,usa,19.96%,#3082,-0.75%,🏦 banks💳 financial services,$70.33
cnx resources,$3.02 b,usa,43.94%,#3080,0.46%,,$14.32
hang lung group,$3.01 b,hong kong,-10.78%,#3084,-0.69%,💰 investment,$2.21
urban outfitters,$2.99 b,usa,15.22%,#3092,-2.47%,,$30.64
südzucker,$3.01 b,germany,-2.11%,#3086,0.69%,,$14.75
methanex,$3.00 b,canada,-10.03%,#3087,1.36%,,$39.63
ultrapar participacoes,$3.01 b,brazil,-38.02%,#3083,3.16%,,$2.78
ebro foods,$3.00 b,spain,-13.91%,#3089,1.17%,🍴 food,$19.52
lendingclub,$3.01 b,usa,243.73%,#3085,-0.86%,💳 financial services👩‍💻 tech🖥️ internet,$30.16
greif,$3.00 b,usa,22.06%,#3088,-0.41%,🏭 manufacturing,$62.92
piper sandler,$2.99 b,usa,75.46%,#3095,-0.65%,🏦 banks💳 financial services💰 investment,$167.46
white mountains insurance group,$3.00 b,bermuda,2.61%,#3090,0.30%,🏦 insurance,$995.00
the a2 milk company,$3.00 b,new zealand,-59.69%,#3091,0.00%,🍴 food🥛 dairy companies,$3.98
evergrande,$2.99 b,china,-88.48%,#3093,-1.67%,🏠 real estate,$0.23
millicom,$2.99 b,luxembourg,-23.39%,#3094,-0.97%,📰 media/press📡 telecommunication,$29.75
devyani international,$2.99 b,india,n/a,#3096,2.17%,🍔 restaurant chains🍴 food,$2.49
iovance biotherapeutics,$2.98 b,usa,-59.55%,#3098,1.95%,,$19.05
amicus therapeutics,$2.97 b,usa,-52.72%,#3102,2.49%,,$10.69
shake shack,$2.98 b,usa,-10.92%,#3097,-0.37%,🍔 restaurant chains🍴 food,$76.35
cracker barrel,$2.98 b,usa,-6.31%,#3099,0.17%,,$126.79
meitetsu,$2.97 b,japan,-37.96%,#3101,-0.86%,🚂 railways transportation,$15.15
paymentus,$2.97 b,usa,n/a,#3103,2.82%,💳 financial services,$28.03
arcus biosciences,$2.97 b,usa,45.13%,#3104,-0.69%,🧬 biotech,$42.32
st. joe company,$2.97 b,usa,51.77%,#3105,0.34%,🏠 real estate,$50.45
cerence,$2.96 b,usa,-15.69%,#3106,4.04%,,$77.00
texas capital bancshares,$2.96 b,usa,n/a,#3107,0.38%,💳 financial services🏦 banks,$58.63
sprouts farmers market,$2.96 b,usa,31.50%,#3108,0.34%,🍴 food🛍️ retail,$26.43
makemytrip,$2.96 b,india,17.02%,#3109,-2.38%,🌴 travel🖥️ internet🌴 online travel👩‍💻 tech,$28.32
adapthealth,$2.95 b,usa,-37.89%,#3110,2.05%,,$22.38
playtech,$2.95 b,isle of man,91.80%,#3111,-0.81%,🎮 video games👩‍💻 tech🎰 gambling entertainment🖥️ internet,$965.25
itron,$2.95 b,usa,-23.25%,#3112,0.47%,,$65.31
rubis,$2.95 b,france,-33.57%,#3113,0.63%,,$28.68
dicerna pharmaceuticals,$2.95 b,usa,53.15%,#3114,-0.03%,💊 pharmaceuticals🧬 biotech,$37.91
herman miller,$2.94 b,usa,0.75%,#3115,0.75%,🪑 furniture,$38.92
shangri-la,$2.94 b,hong kong,-14.02%,#3116,0.47%,🏨 hotels🌴 travel,$0.82
crisil,$2.94 b,india,54.92%,#3117,0.39%,💳 financial services,$40.43
rajesh exports,$2.94 b,india,58.54%,#3118,-1.22%,🛍️ retail⌚ luxury goods,$9.97
cno financial group,$2.94 b,usa,1.41%,#3119,0.59%,,$23.87
coromandel,$2.94 b,india,-7.24%,#3120,-1.23%,🌱 fertilizer companies,$10.03
cg power and industrial solutions,$2.94 b,india,239.01%,#3121,4.96%,,$2.18
3d systems,$2.93 b,usa,118.44%,#3122,1.02%,🖨️ 3d printing👩‍💻 tech👩‍💻 software,$22.86
udemy,$2.93 b,usa,n/a,#3123,4.23%,🎓 education🖥️ internet👩‍💻 tech,$21.21
oil india,$2.93 b,india,99.62%,#3124,-2.12%,🛢 oil&gas ⚡ energy,$2.70
old national bank,$2.93 b,usa,6.90%,#3125,0.06%,,$17.68
frontdoor,$2.92 b,usa,-31.13%,#3126,0.14%,,$34.58
immofinanz,$2.92 b,austria,36.46%,#3127,-0.71%,🏠 real estate,$25.14
graham holdings,$2.91 b,usa,29.19%,#3128,0.67%,📰 media/press,$589.19
indiamart,$2.91 b,india,42.85%,#3129,0.01%,🛒 e-commerce🖥️ internet👩‍💻 tech,$96.12
brf,$2.91 b,brazil,-20.00%,#3130,1.14%,,$3.56
cavco industries,$2.91 b,usa,72.11%,#3131,-0.04%,,$317.71
viela bio,$2.91 b,usa,37.65%,#3132,0.00%,,$53.01
mercury general,$2.91 b,usa,13.96%,#3133,0.32%,,$52.58
hub group,$2.90 b,usa,42.66%,#3134,1.44%,,$84.03
pebblebrook hotel trust,$2.90 b,usa,10.47%,#3135,0.23%,🏠 real estate💰 investment 🏘️ reits🏨 hotels🌴 travel,$22.11
bigcommerce,$2.90 b,usa,-47.53%,#3136,-1.63%,🛒 e-commerce🖥️ internet👩‍💻 tech,$40.55
gerresheimer,$2.90 b,germany,-11.16%,#3137,-0.37%,,$92.27
thermax,$2.89 b,india,90.47%,#3138,5.29%,👷 engineering,$24.34
veracyte,$2.89 b,usa,-28.14%,#3139,3.25%,,$40.70
technipfmc,$2.88 b,uk,-33.64%,#3140,-1.31%,🛢 oil&gas ⚡ energy,$6.41
lemonade,$2.88 b,usa,-46.78%,#3141,0.67%,🏦 insurance👩‍💻 tech🖥️ internet,$46.82
transalta,$2.88 b,canada,51.34%,#3142,-0.56%,,$10.64
dycom industries,$2.88 b,usa,30.42%,#3143,-0.72%,👷 engineering💼 professional services,$95.51
unb corp,$2.88 b,usa,15.83%,#3144,0.00%,,$130.00
avista,$2.87 b,usa,4.49%,#3145,0.86%,,$40.65
rackspace technology,$2.87 b,usa,n/a,#3146,1.26%,👩‍💻 tech👩‍💻 software,$13.68
viscofan,$2.87 b,spain,-4.01%,#3147,-2.58%,,$61.95
freightways,$2.86 b,new zealand,30.00%,#3148,0.08%,transportation,$8.65
sabre,$2.86 b,usa,-25.42%,#3149,-0.07%,👩‍💻 software👩‍💻 tech,$8.85
meg energy,$2.86 b,canada,233.71%,#3150,-0.17%,🛢 oil&gas ⚡ energy,$9.33
sun tv network,$2.86 b,india,14.16%,#3151,1.54%,📰 media/press,$7.26
lic housing finance,$2.85 b,india,19.27%,#3152,-0.03%,💳 financial services,$5.20
mandarin oriental,$2.85 b,hong kong,n/a,#3153,0.44%,🏨 hotels🌴 travel,$2.26
netlink trust,$2.85 b,singapore,3.09%,#3154,0.00%,📡 telecommunication,$0.73
österreichische post,$2.85 b,austria,29.14%,#3155,-0.13%,📦 courier,$42.24
prestige consumer healthcare,$2.85 b,usa,50.61%,#3156,0.62%,,$56.92
eutelsat,$2.85 b,france,16.90%,#3157,-1.62%,📡 telecommunication,$12.38
enel chile,$2.84 b,chile,-45.45%,#3158,2.27%,🚰 utility companies🔋 electricity ⚡ energy,$2.03
cedar fair,$2.83 b,usa,24.98%,#3159,-0.06%,,$49.96
air france-klm,$2.83 b,france,-24.44%,#3160,-0.43%,✈️ airlines🌴 travel,$4.42
türkiye kalkınma,$2.83 b,turkey,-24.09%,#3161,-1.84%,,$1.77
century communities,$2.83 b,usa,86.69%,#3162,1.65%,🏗 construction,$83.86
retail properties of america,$2.82 b,usa,46.11%,#3163,-3.17%,🏠 real estate💰 investment 🏘️ reits,$13.15
aeon reit investment,$2.82 b,japan,26.93%,#3164,0.26%,🏠 real estate💰 investment,"$1,381"
united industrial corporation,$2.82 b,singapore,14.10%,#3165,0.75%,🏠 real estate,$1.97
embraer,$2.81 b,brazil,113.53%,#3166,3.23%,✈️ aircraft manufacturers🚀 aerospace 🏭 manufacturing,$15.32
shoals technologies,$2.81 b,usa,n/a,#3167,-0.26%,🌞 renewable energy ⚡ energy,$27.05
patterson companies,$2.81 b,usa,-10.37%,#3169,0.05%,,$28.88
mantech,$2.81 b,usa,-15.92%,#3170,0.39%,,$69.08
open lending,$2.79 b,usa,-25.44%,#3179,0.05%,💳 financial services,$22.17
arcbest,$2.82 b,usa,148.63%,#3162,3.53%,transportation,$110.48
secunet,$2.80 b,germany,n/a,#3172,-4.59%,🔒 it security👩‍💻 tech,$434.27
bayer crop science,$2.80 b,india,-10.13%,#3173,0.34%,🧪 chemicals🚜 agriculture,$62.49
belden,$2.81 b,usa,41.15%,#3171,0.04%,,$62.60
beijing airport,$2.80 b,china,-27.41%,#3175,-2.45%,🛫 airports,$0.61
casino guichard-perrachon,$2.80 b,france,-11.22%,#3176,2.31%,🛍️ retail,$25.98
albany international,$2.81 b,usa,19.42%,#3168,0.67%,,$86.99
first majestic silver,$2.80 b,canada,-0.09%,#3177,-0.23%,⛏️ mining ⛏️ silver mining,$10.86
alamos gold,$2.79 b,canada,-20.68%,#3178,-1.11%,⛏️ mining ⛏️ gold mining,$7.13
cvb financial,$2.79 b,usa,3.95%,#3180,0.49%,,$20.63
domtar,$2.79 b,usa,74.55%,#3181,0.02%,,$55.49
fortis healthcare,$2.79 b,india,91.78%,#3182,1.52%,⚕️ healthcare,$3.70
encavis,$2.79 b,germany,n/a,#3184,-2.47%,🌞 renewable energy ⚡ energy🔋 electricity,$17.40
el paso electric,$2.78 b,usa,n/a,#3185,-0.01%,,$68.40
schrödinger,$2.75 b,usa,-41.81%,#3194,0.99%,,$38.91
toho gas,$2.78 b,japan,-53.95%,#3186,-1.19%,🛢 oil&gas🚰 utility companies ⚡ energy,$26.40
integer holdings,$2.78 b,usa,7.26%,#3188,0.09%,,$84.39
south jersey industries,$2.78 b,usa,9.61%,#3189,0.49%,,$24.75
irhythm,$2.78 b,usa,-51.76%,#3187,-0.26%,,$94.73
mge energy,$2.78 b,usa,8.56%,#3190,0.53%,,$76.89
masonite,$2.79 b,usa,21.69%,#3183,0.66%,,$117.46
trinity industries,$2.77 b,usa,12.65%,#3191,1.10%,,$28.54
kymera therapeutics,$2.74 b,usa,n/a,#3198,-0.93%,💊 pharmaceuticals🧬 biotech,$53.48
otter tail,$2.77 b,usa,54.73%,#3192,1.00%,🚰 utility companies🔋 electricity ⚡ energy,$66.87
arbor realty trust,$2.76 b,usa,28.64%,#3193,1.52%,🏠 real estate💰 investment 🏘️ reits,$18.38
vector limited,$2.75 b,new zealand,-4.99%,#3195,1.25%,🔋 electricity🛢 oil&gas🚰 utility companies ⚡ energy,$2.76
aurinia pharmaceuticals,$2.72 b,canada,45.12%,#3209,0.33%,,$21.04
techtarget,$2.73 b,usa,78.37%,#3202,1.91%,🖥️ internet➡️ advertising👩‍💻 tech,$95.05
stem,$2.73 b,usa,n/a,#3201,-3.56%,👩‍💻 tech👩‍💻 software🔋 batteries🔋 electricity ⚡ energy,$18.96
j&j snack foods,$2.75 b,usa,-5.06%,#3196,0.10%,,$144.14
shop apotheke europe,$2.73 b,netherlands,4.11%,#3203,-5.63%,,$151.34
iheartmedia,$2.73 b,usa,65.38%,#3204,0.10%,📰 media/press,$19.80
vertex,$2.73 b,usa,n/a,#3205,1.10%,👩‍💻 software👩‍💻 tech,$18.38
liveperson,$2.73 b,usa,-32.65%,#3206,1.69%,👩‍💻 software👩‍💻 tech,$37.70
akbank,$2.73 b,turkey,19.68%,#3207,-2.02%,,$0.53
bright health,$2.73 b,usa,n/a,#3208,-0.11%,⚕️ healthcare🏦 insurance,$4.35
semrush,$2.72 b,usa,n/a,#3210,1.92%,👩‍💻 software👩‍💻 tech🖥️ internet,$19.96
primo water,$2.72 b,usa,7.64%,#3211,-0.12%,,$17.03
brady,$2.72 b,usa,13.66%,#3212,0.19%,,$52.60
taiwan business bank,$2.72 b,taiwan,2.41%,#3213,-0.20%,🏦 banks💳 financial services,$0.35
teamviewer,$2.71 b,germany,-69.68%,#3214,2.59%,👩‍💻 tech🖥️ internet👩‍💻 software,$13.44
outokumpu,$2.71 b,finland,76.87%,#3215,0.76%,,$6.00
razer,$2.71 b,usa,3.23%,#3216,-3.12%,🎮 video games🕹️ esports👩‍💻 tech💻 tech hardware,$0.31
spx corporation,$2.71 b,usa,11.88%,#3217,0.22%,,$59.74
covivio hotels,$2.71 b,france,-15.97%,#3218,0.93%,🏨 hotels🏠 real estate💰 investment 🏘️ reits🌴 travel,$18.30
türk telekom,$2.70 b,turkey,36.66%,#3219,-1.02%,📡 telecommunication,$0.77
meredith corp,$2.70 b,usa,188.85%,#3220,0.12%,📰 media/press,$59.07
u.s. cellular,$2.70 b,usa,0.94%,#3221,1.13%,,$31.37
enerplus,$2.70 b,canada,247.51%,#3222,0.86%,⚡ energy🛢 oil&gas,$10.55
stepan company,$2.69 b,usa,-0.60%,#3223,1.58%,,$120.42
yelp,$2.69 b,usa,18.25%,#3224,1.12%,,$36.95
fubotv,$2.69 b,usa,n/a,#3225,-1.11%,📰 media/press,$18.65
covanta,$2.69 b,usa,54.07%,#3226,0.10%,♻️ waste & recycling,$20.26
haemonetics,$2.69 b,usa,-53.59%,#3227,-1.44%,,$52.70
valneva se,$2.69 b,france,n/a,#3228,-1.33%,💊 pharmaceuticals🧬 biotech,$51.30
nternational bancshares corp,$2.68 b,usa,18.61%,#3229,0.00%,,$42.45
aavas financiers,$2.68 b,india,50.78%,#3230,1.79%,💳 financial services,$34.06
robertet,$2.68 b,france,19.23%,#3231,0.00%,,"$1,050"
uniqa insurance group,$2.68 b,austria,22.14%,#3232,-1.16%,🏦 insurance,$8.69
hilltop holdings,$2.68 b,usa,33.77%,#3233,-1.03%,,$33.99
federal signal,$2.68 b,usa,31.26%,#3234,0.11%,,$43.89
cancom,$2.68 b,germany,36.52%,#3235,-1.66%,,$69.51
arcosa,$2.67 b,usa,0.13%,#3236,0.67%,,$55.43
mercury systems,$2.66 b,usa,-41.94%,#3237,0.73%,,$47.05
grindwell norton,$2.66 b,india,196.11%,#3238,3.16%,,$24.06
whiting petroleum,$2.65 b,usa,184.66%,#3239,-0.77%,🛢 oil&gas ⚡ energy,$67.97
taubman,$2.65 b,usa,0.19%,#3240,0.00%,,$42.99
energizer holdings,$2.65 b,usa,-8.10%,#3241,0.53%,,$39.67
mapletree north asia commercial trust,$2.64 b,singapore,8.42%,#3242,0.00%,🏠 real estate💰 investment 🏘️ reits,$0.75
the navigator company,$2.64 b,portugal,29.51%,#3243,0.68%,📄 pulp and paper,$3.67
grocery outlet,$2.63 b,usa,-27.14%,#3244,0.00%,,$27.49
mvv energie,$2.63 b,germany,39.84%,#3245,-1.12%,,$39.98
kws,$2.63 b,germany,10.09%,#3246,-0.42%,,$79.74
helmerich & payne,$2.63 b,usa,-1.10%,#3247,0.04%,🛢 oil&gas ⚡ energy,$24.38
stepstone group,$2.63 b,usa,40.04%,#3248,-0.18%,💳 financial services💰 investment,$43.99
indian bank,$2.63 b,india,127.93%,#3249,4.43%,🏦 banks💳 financial services,$2.11
sembcorp,$2.62 b,singapore,15.61%,#3250,0.50%,👷 engineering💼 professional services,$1.47
opko health,$2.62 b,usa,-15.87%,#3251,-0.39%,,$3.86
allogene therapeutics,$2.62 b,usa,-36.56%,#3252,2.02%,💊 pharmaceuticals🧬 biotech,$18.42
worthington industries,$2.62 b,usa,-3.64%,#3253,-0.53%,,$51.14
corbion,$2.62 b,netherlands,-12.30%,#3254,0.67%,,$44.27
wolverine world wide,$2.62 b,usa,8.37%,#3255,0.38%,👟 footwear,$31.84
boise cascade,$2.62 b,usa,43.65%,#3256,1.02%,🧱 building materials,$66.66
kadant,$2.62 b,usa,66.47%,#3257,-1.80%,,$225.87
columbia bank,$2.60 b,usa,-3.18%,#3258,0.15%,,$33.24
fulton financial,$2.60 b,usa,19.70%,#3259,0.43%,,$16.17
covetrus,$2.60 b,usa,-31.07%,#3260,0.80%,,$18.92
liberty latin america,$2.60 b,usa,1.06%,#3261,0.07%,,$11.49
turkey i̇ş bank,$2.60 b,turkey,24.90%,#3262,0.00%,🏦 banks💳 financial services,"$24,777"
nuvasive,$2.60 b,usa,9.16%,#3260,0.80%,,$50.32
independence realty trust,$2.59 b,usa,88.67%,#3265,-1.12%,🏠 real estate💰 investment 🏘️ reits,$24.70
encore wire,$2.59 b,usa,124.59%,#3267,1.16%,,$128.05
plexus,$2.59 b,usa,19.44%,#3264,1.12%,,$92.78
kindred group,$2.59 b,malta,45.00%,#3266,0.38%,🎰 gambling entertainment,$11.53
firstcash,$2.59 b,usa,-9.59%,#3268,1.01%,,$64.10
axonics modulation tech,$2.58 b,usa,20.83%,#3269,0.96%,,$55.87
gibson energy,$2.58 b,canada,7.41%,#3270,-0.13%,🛢 oil&gas ⚡ energy🛣️ infrastructure,$17.64
national health investors,$2.58 b,usa,-18.12%,#3271,1.39%,,$56.34
central bancompany,$2.58 b,usa,2.70%,#3272,0.00%,🏦 banks💳 financial services,$570.00
membership collective,$2.55 b,uk,n/a,#3282,-2.09%,,$12.62
fuelcell energy,$2.57 b,usa,-13.99%,#3273,0.13%,⚡ energy,$7.02
vienna airport,$2.57 b,austria,-3.49%,#3274,1.71%,🛫 airports,$30.16
pacira biosciences,$2.54 b,usa,-0.72%,#3286,1.66%,,$57.23
hostess brands,$2.57 b,usa,30.47%,#3275,0.43%,,$18.58
central garden & pet,$2.57 b,usa,33.01%,#3276,0.16%,,$50.61
kenon holdings,$2.57 b,singapore,84.95%,#3277,0.61%,,$47.71
federal bank,$2.56 b,india,45.16%,#3279,1.98%,🏦 banks💳 financial services,$1.22
gms,$2.57 b,usa,116.78%,#3278,0.45%,🧱 building materials,$59.69
tootsie roll industries,$2.55 b,usa,24.52%,#3280,1.37%,,$38.15
skf india,$2.55 b,india,139.57%,#3281,-1.42%,,$51.72
sunstone hotel investors,$2.54 b,usa,6.07%,#3287,-0.77%,🏠 real estate💰 investment 🏘️ reits🏨 hotels🌴 travel,$11.62
krispy kreme,$2.55 b,usa,n/a,#3284,2.35%,🍴 food,$15.25
criteo,$2.55 b,france,119.32%,#3283,2.24%,➡️ advertising📡 telecommunication,$42.02
