medical_specialty;doc_name;hospital;hospital_affiliations;doc_special_expertise;hospital_address;hospital_telephone
Pulmonary Disease;Rohit P. Panchal, MD;Cherokee Lung & Sleep Specialists; Northside Hospital, Northside Hospital Cherokee; chronic obstructive lung disease (COPD), asthma, pulmonary hypertension, sleep disorders/apnea;460 Northside Cherokee Boulevard, Suite 130, Canton, 30115;678-493-2527
Pulmonary Disease;Matthew Prout, MD;The Southeast Permanente Medical Group; Emory Saint Joseph’s Hospital, Emory University Hospital Midtown; critical care, asthma and emphysema, chronic obstructive lung disease (COPD), lung cancer;Southwood Medical Center, 2400 Mount Zion Parkway, Jonesboro, 30236;404-365-0966
Urology;Viraj Master, MD, PhD;Department of Urology; Emory University Hospital; kidney cancer, penile cancer, testicular cancer, minimally invasive surgery;Emory Clinic, Building B, 1365 Clifton Road NE, Suite 1400, Atlanta, 30322;404-778-4898
Urology;Scott D. Miller, MD;Wellstar Urology; Wellstar North Fulton Hospital; robotic surgery, prostate cancer/robotic surgery, minimally invasive surgery, reconstructive surgery;2500 Hospital Boulevard, Suite 290, Roswell, 30076;770-428-4475
Gastroenterology;Andrew J. Simpson, MD;DeKalb Gastroenterology Associates; Emory Decatur Hospital; colon cancer screening, digestive disorders, endoscopy;2675 North Decatur Road, Suite 506, Decatur, 30033;404-299-1639
Gastroenterology;Mark A. Stern, MD;DeKalb Gastroenterology Associates; Emory Decatur Hospital, Emory Hillandale Hospital; endoscopy, pancreatic/biliary endoscopy (ERCP);2675 North Decatur Road, Suite 506, Decatur, 30033;404-299-1679
Gastroenterology;Charles P. Stewart III, MD;Digestive Healthcare of Georgia; Piedmont Atlanta Hospital;;95 Collier Road NW, Suite 4075, Atlanta, 30309;404-355-3200
Pediatrics;Sheri L. Zager, MD;Pediatric Associates of North Atlanta; allergy, asthma, developmental disorders;;5185 Peachtree Parkway, Suite 330, Peachtree Corners, 30092;770-476-9885
Pediatrics;Laura M. Zucker, MD;North Fulton Pediatrics;;;1285 Hembree Road, Suite 100, Roswell, 30076;770-442-1050
Internal Medicine;Oguchi K. Ohuabunwa, MD;Grady Memorial Hospital; Grady Memorial Hospital; preventive medicine, Alzheimer’s disease, geriatric medicine;Geriatric Center, 80 Jesse Hill Jr. Drive SE, Atlanta, 30303;404-616-1000
Internal Medicine;William R. Osborne Jr., MD;Southeastern Primary Care Specialists; Northside Hospital; diabetes, cholesterol/lipid disorders;105 Carnegie Place, Suite 103, Fayetteville, 30214;770-716-7999
Obstetrics & Gynecology;Heath R. Graham, MD;North Atlanta Women’s Specialists; Northside Hospital;;5780 Peachtree Dunwoody Road, Suite 195, Atlanta, 30342;404-256-4667
Obstetrics & Gynecology;Stephanie S. Grogan, MD;Peachtree Women’s Clinic; Northside Hospital, Northside Hospital Forsyth;;11975 Morris Road, Suite 300, Alpharetta, 30005;770-521-2295
Cardiovascular Disease;Barry D. Mangel, MD;Wellstar Medical Group; Wellstar Kennestone Hospital; angioplasty and stent placement;55 Whitcher Street, Suite 350, Marietta, 30060;770-424-6893
Cardiovascular Disease;Puja Mehta, MD;Emory Heart & Vascular Center; Emory University Hospital; heart disease in women, preventive cardiology, hypertension, cholesterol/lipid disorders;1605 Chantilly Drive NE, Suite 301, Atlanta, 30324;404-778-2746
Cardiovascular Disease;Micky Mishra, MD;North Atlanta Heart & Vascular Center; Northside Hospital Forsyth, Emory University Hospital Midtown; cardiac imaging, cardiomyopathy, coronary artery disease;1400 Northside Forsyth Drive, Suite 390, Cumming, 30041;404-994-4561
Thoracic & Cardiac Surgery;A. Daniel Winston, MD;Northeast Georgia Physicians Group; Northeast Georgia Medical Center; thoracic surgery;200 South Enota Drive NE, Suite 380, Gainesville, 30501;770-219-7099
Thoracic & Cardiac Surgery;J. Alan Wolfe, MD;Northeast Georgia Physicians Group; Northeast Georgia Medical Center; minimally invasive heart valve surgery;200 South Enota Drive NE, Suite 380, Gainesville, 30501;770-219-7099
Surgery;Kevin T. Nguyen, MD, PhD;Surgical Oncology in HPB; Piedmont Atlanta Hospital; hepatobiliary surgery, pancreatic cancer;95 Collier Road NW, Building 95, Floor 6, Suite 6025, Atlanta, 30309;404-605-7100
Surgery;Andrew J. Page, MD;Surgical Oncology in HPB; Piedmont Atlanta Hospital; cancer (gastric, liver, pancreatic), melanoma;95 Collier Road NW, 95 Building, Suite 6025 Floor 6, Atlanta, 30309;404-605-7100
Plastic Surgery;John Levis LeRoy Jr., MD;; Emory Saint Joseph’s Hospital; rhinoplasty, facial plastic surgery, cosmetic surgery (breast, face, and body);5673 Peachtree Dunwoody Road NE, Suite 375, Atlanta, 30342;404-843-0840
Plastic Surgery;Albert Losken, MD;Emory Clinic; Emory University Hospital Midtown, Children’s Healthcare of Atlanta at Egleston; breast reconstruction;550 Peachtree Street NE, Floor 9, Atlanta, 30308;404-686-8143
Plastic Surgery;Grace Y. Ma, MD;Peachtree Plastic Surgery; Piedmont Atlanta Hospital, Northside Hospital; breast reconstruction, breast cosmetic surgery, liposuction and body contouring, abdominoplasty;3286 Northside Parkway, Atlanta, 30327;404-841-8450
Otolaryngology/Facial Plastic Surgery;Burke P. Robinson, MD;Robinson Facial Plastic Surgery; Northside Hospital; facial plastic and reconstructive surgery, facial plastic surgery, eyelid surgery/blepharoplasty, facelift;3400 Old Milton Parkway, Building C, Suite 330, Alpharetta, 30005;770-667-3090
Otolaryngology/Facial Plastic Surgery;Pradeep K. Sinha, MD, PhD;Atlanta Institute for ENT; Northside Hospital, Emory Saint Joseph’s Hospital; facial plastic surgery, nasal and sinus surgery, rhinoplasty, facial rejuvenation;5670 Peachtree Dunwoody Road, Suite 1280, Atlanta, 30342;404-257-1589
Otolaryngology;Amy Y. Chen, MD;Department of Otolaryngology; Emory University Hospital Midtown, Emory University Hospital; head and neck cancer, laryngeal cancer, thyroid cancer and surgery;Emory University Hospital Midtown, 550 Peachtree Street NE, Medical Office Tower, Floor 10, Atlanta, 30308;404-778-0278
Otolaryngology;Lanny Garth Close, MD;Atlanta Institute for ENT; Northside Hospital; sinus disorders/surgery, endoscopic sinus surgery, head and neck cancer and surgery;5670 Peachtree Dunwoody Road, Suite 1280, Atlanta, 30342;404-257-1589
Otolaryngology;James Courtney French, MD;Southern ENT Specialists; Northside Hospital Cherokee, Wellstar North Fulton Hospital; balloon sinuplasty, hearing loss/tinnitus, sinus disorders, snoring;460 Northside Cherokee Boulevard, Suite 410, Canton, 30115;678-786-7430
Medical Oncology;Kristina E. Bowen, MD;Georgia Cancer Specialists; Northside Hospital, Emory Saint Joseph’s Hospital; breast cancer;1100 Johnson Ferry Road, Suite 600, Sandy Springs, 30342;404-256-4777
Medical Oncology;Daniel Carr, MD;Georgia Cancer Specialists; Piedmont Fayette Hospital, Northside Hospital;;132 Old Norton Road, Suite 200, Fayetteville, 30215;678-817-1117
Ophthalmology;Jerry E. Berland, MD;Thomas Eye Group; Northside Hospital, Emory Saint Joseph’s Hospital; pediatric ophthalmology, eye muscle disorders, tear duct problems, cataract (pediatric);5995 Barfield Road, Sandy Springs, 30328;404-256-1507
Ophthalmology;Mark N. Berman, MD;Thomas Eye Group; Northside Hospital, Emory Saint Joseph’s Hospital; glaucoma, cataract surgery;5995 Barfield Road, Sandy Springs, 30328;404-256-1507
Maternal & Fetal Medicine;Raymond J. Allen, MD;Georgia Perinatal Consultants; Northside Hospital, Wellstar Kennestone Hospital; pregnancy (high risk), prenatal diagnosis;1000 Johnson Ferry Road NE, Atlanta, 30342;404-851-8988
Maternal & Fetal Medicine;Bradford S. Bootstaylor, MD;See Baby; Wellstar Atlanta Medical Center; pregnancy (high risk), obstetric ultrasound;285 Boulevard NE, Suite 345, Atlanta, 30312;404-223-9306
Interventional Cardiology;William L. Ballard, MD;Piedmont Heart Institute; Piedmont Atlanta Hospital; congenital heart disease, heart disease;95 Collier Road NW, Suite 2065, Atlanta, 30309;404-605-2888
Interventional Cardiology;Mehul R. Bhatt, MD;Heart & Vascular Care; Northside Hospital Cherokee, Northside Hospital Forsyth; percutaneous coronary intervention, peripheral vascular disease;1495 Hickory Flat Highway, Suite 140, Canton, 30115;678-513-2273
Interventional Cardiology;Marcus L. Brown, MD;Northside Heart; Northside Hospital, Emory Saint Joseph’s Hospital; cardiac catheterization;5670 Peachtree Dunwoody Road NE, Suite 880, Atlanta, 30342;404-256-2525
Infectious Disease;Adam M. Bressler, MD;Infectious Disease Specialists of Atlanta; Emory Decatur Hospital, Piedmont Rockdale Hospital; fungal infections, osteomyelitis, diarrheal diseases, neonatal infections;2665 North Decatur Road, Suite 330, Decatur, 30033;404-297-9755
Infectious Disease;Robin H. Dretler, MD;Infectious Disease Specialists of Atlanta; Emory Decatur Hospital, Piedmont Rockdale Hospital; AIDS/HIV, wound care, hepatitis C, osteomyelitis;2665 North Decatur Road, Suite 330, Decatur, 30033;404-297-9755
Infectious Disease;Sophie A. Lukashok, MD;The Southeast Permanente Medical Group; Emory Saint Joseph’s Hospital, Emory University Hospital Midtown; AIDS/HIV, sexually transmitted diseases, hepatitis C, travel medicine;Cumberland Medical Center, 2525 Cumberland Parkway SE, Atlanta, 30339;404-365-0966
Hematology;Kristie Blum, MD;Bone Marrow Transplant Clinic; Emory Saint Joseph’s Hospital, Emory University Hospital; lymphoma, lymphoma (non-Hodgkin’s), lymphomas (rare), bone marrow transplant;Emory Winship Cancer Institute, 1365 Clifton Road NE, Plaza Level, Building C, Floor 2, Atlanta, 30322;404-778-0519
Hematology;Richard A. Carter, MD;Atlanta Cancer Care; Northside Hospital; bone marrow transplant;1498 Klondike Road, Suite 106, Conyers, 30094;770-761-7260
Hand Surgery;Edward H. Holliger IV, MD;Resurgens Orthopaedics; Wellstar North Fulton Hospital, Northside Hospital Forsyth; hand and upper extremity surgery, microvascular surgery;1285 Hembree Road, Suite 200A, Roswell, 30076;770-475-2710
Hand Surgery;Virginia M. Jones, MD;Ortho Atlanta; Piedmont Fayette Hospital, Piedmont Newnan Hospital; sports injuries, upper extremity surgery, shoulder replacement, elbow replacement;1265 Highway 54 West, Suite 102, Fayetteville, 30214;770-460-1900
Hand Surgery;Jeffrey A. Klugman, MD;Hand & Upper Extremity Center of Georgia; Northside Hospital, Children’s Healthcare of Atlanta at Scottish Rite; hand and upper extremity surgery, congenital hand deformities, pediatric hand surgery;980 Johnson Ferry Road NE, Suite 1020, Atlanta, 30342;404-255-0226
Gynecologic Oncology;Gerald A. Feuer, MD;Atlanta Gynecologic Oncology; Northside Hospital; robotic surgery, ovarian cancer, gynecologic cancers, endometriosis;980 Johnson Ferry Road, Suite 900, Atlanta, 30342;404-459-1900
Gynecologic Oncology;Jeffrey F. Hines, MD;Wellstar Gynecologic Oncology; Wellstar Cobb Hospital; gynecologic cancers, clinical trials;3886 Princeton Lakes Way, Suite 160, Atlanta, 30331;770-792-6262
Neurology;Matthews W. Gwynn, MD;Atlanta Neurology; movement disorders, Botox;;5673 Peachtree Dunwoody Road NE, Suite 300, Atlanta, 30342;404-256-3720
Neurology;Romy Hoque, MD;Emory Sleep Center; Emory University Hospital; sleep disorders, epilepsy, neuromuscular disorders;12 Executive Park Drive NE, Atlanta, 30329;404-712-7533
Geriatric Psychiatry;Mia J. Robinson White, MD;The Southeast Permanente Medical Group; Emory Saint Joseph’s Hospital, Emory University Hospital Midtown;;Cumberland Medical Center, 2525 Cumberland Parkway SE, Atlanta, 30339;404-365-0966
Orthopaedic Surgery;Richard B. Johnston III, MD;Piedmont Orthopedics/OrthoAtlanta; Piedmont Atlanta Hospital, Emory Johns Creek Hospital; arthroscopic surgery, sports medicine, knee surgery;1800 Howell Mill Road, Suite 200, Atlanta, 30318;404-352-1053
Orthopaedic Surgery;Spero G. Karas, MD;Emory Orthopaedics & Spine Center; Emory University Hospital, Emory University Orthopaedic & Spine Hospital; sports medicine, shoulder surgery, knee injuries/ACL/meniscus tears, cartilage damage;59 Executive Park South NE, Atlanta, 30329;404-778-3350
Neurological Surgery;Christopher H. Comey, MD;Advanced Neurosurgery Associates; Northside Hospital Duluth;;631 Professional Drive, Suite 360, Lawrenceville, 30046;678-312-2700
Neurological Surgery;Roger H. Frankel, MD;Atlanta Brain & Spine Care; Piedmont Atlanta Hospital; spinal surgery, minimally invasive surgery, spinal tumors, spinal disc replacement;2001 Peachtree Road NE, Suite 575, Atlanta, 30309;404-350-0106
Nephrology;William H. Cleveland, MD;Southwest Atlanta Nephrology; Emory University Hospital Midtown, Peachford Hospital; hypertension, kidney failure;3620 Martin Luther King Jr. Drive, Atlanta, 30331;404-696-7300
Nephrology;Ashish Dhungel, MD;The Kidney Clinic; Piedmont Newnan Hospital, Piedmont Fayette Hospital; diabetic kidney disease, hypertension, kidney disease (chronic);1425 East Highway 34, Newnan, 30265;770-304-3724
Nephrology;Andrew A. Dixon, MD;Northwest Nephrology Clinic; Emory Decatur Hospital, Emory Hillandale Hospital; kidney disease (chronic), hypertension;5255 Snapfinger Park Drive, Suite 110, Decatur, 30035;770-981-2211
Pulmonary Disease;Howard P. Silverboard, MD;Pulmonary & Critical Care of Atlanta; Northside Hospital; lung cancer, chronic obstructive lung disease (COPD), asthma and emphysema, critical care;960 Johnson Ferry Road NE, Suite 500, Atlanta, 30342;404-257-0006
Pulmonary Disease;Stuart J. Simon, MD;Piedmont Pulmonary & Sleep Medicine; Piedmont Atlanta Hospital; emphysema, lung cancer, pulmonary rehabilitation;660 Cherokee Street, Suite 200, Marietta, 30060;770-514-7550
Urology;William L. Nabors, MD;Urology Specialists of Atlanta; Northside Hospital, Emory Saint Joseph’s Hospital; urologic cancer, kidney stones;5673 Peachtree Dunwoody Road, Suite 910, Atlanta, 30342;404-255-3822
Urology;Kenneth Ogan, MD;Department of Urology; Emory University Hospital; urologic cancer, robotic surgery, kidney stones, minimally invasive surgery;Emory Clinic, Building B, 1365 Clifton Road NE, Suite 1400, Atlanta, 30322;404-778-4898
Urology;John G. Pattaras, MD;Department of Urology; Emory Saint Joseph’s Hospital; robotic surgery, urologic cancer, prostate surgery, kidney cancer;Emory Clinic, 5673 Peachtree Dunwoody Road, Suite 350A, Atlanta, 30342;404-778-4898
Gastroenterology;Ram M. Subramanian, MD;Emory Clinic; Emory University Hospital; transplant medicine (liver), liver failure, liver disease;1365 Clifton Road NE, Suite 6100, Atlanta, 30322;855-366-7989
Gastroenterology;Jung (John) W. Suh, MD;Atlanta Gastroenterology Associates; Emory University Hospital Midtown, Northside Hospital; endoscopic ultrasound, pancreatic/biliary endoscopy (ERCP);550 Peachtree Street NE, Suite 1600, Atlanta, 30308;404-881-1094
Internal Medicine;Steven A. Patten, MD;Emory at Decatur; Emory Decatur Hospital; geriatric medicine, diagnostic problems, palliative care, complex diagnosis;1418 Scott Boulevard, Decatur, 30030;404-446-1340
Internal Medicine;Kirk A. Paulk, MD;Sanus Medical; Northside Hospital;;5885 Glenridge Drive, Suite 250, Atlanta, 30328;404-252-7226
Internal Medicine;Kara J. Pepper, MD;Laureate Medical Group; Northside Hospital;;1110 West Peachtree Street NW, Suite 1100, Atlanta, 30309;404-892-2131
Obstetrics & Gynecology;Naomi Ruth Harris, MD;New Beginnings Comprehensive Women’s Healthcare; Piedmont Rockdale Hospital;;1415 Milstead Road, Suite A, Conyers, 30012;678-413-0858
Obstetrics & Gynecology;Marin M. Honoré, MD;Women’s Health Associates; Northside Hospital;;980 Johnson Ferry Road NE, Suite 720, Atlanta, 30342;404-252-3898
Obstetrics & Gynecology;S. Alice Hood, MD;Atlanta Women’s Obstetrics & Gynecology; Piedmont Atlanta Hospital;;275 Collier Road NW, Suite 230, Atlanta, 30309;404-352-3616
Cardiovascular Disease;Modele O. Ogunniyi, MD;Grady Memorial Hospital Cardiac Clinic; Grady Memorial Hospital; preventive cardiology, noninvasive cardiology;80 Jesse Hill Jr. Drive SE, Atlanta, 30303;404-616-4327
Cardiovascular Disease;Lee Brian Padove, MD;Northside Cardiovascular Care; Northside Hospital; heart disease in pregnancy, autonomic disorders, stress echocardiography, echocardiography (transesophageal);980 Johnson Ferry Road, Suite 520, Atlanta, 30342;404-303-3320
Cardiovascular Disease;Susmita Parashar, MD;Emory Clinic; Emory University Hospital, Emory University Hospital Midtown; heart disease in women, heart disease in cancer patients, preventive cardiology, noninvasive cardiology;2665 North Decatur Road, Suite 240, Decatur, 30033;404-778-5299
Surgery;David Dongwon Park, MD;Park Surgical Specialists; Emory Johns Creek Hospital; hernia, laparoscopic surgery (advanced), thyroid and parathyroid surgery, breast disease;4255 Johns Creek Parkway, Suite D, Suwanee, 30024;678-894-2151
Surgery;Michael A. Quiñones, MD;; Emory Decatur Hospital, Northside Hospital; breast surgery, gallbladder surgery, endocrine surgery;5730 Glenridge Drive, Suite 310, Sandy Springs, 30328;404-303-7444
